id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
10044722,4.64,233,"Schickes Apartment  ""Agnes"" - zentral gelegen",Our brand new apartments are part of OneBavariaHomes which is situated in Munich's city centre. They contain a bathroom with shower and a big bed room/ living room. A fully equipped kitchen is also part of the apartment.,The Munich Theresienwiese (Oktoberfest) is 200 m away.,2015-12-17,within an hour,100%,48.12656,11.55319,2.0,1.0,4.0,496.0,1,180,2.042859941661333
10099210,5.0,15,room Adele - Best city location,"Sunny and comfi room, generous layout appartment, in best city location.<br />Close to subway U2 Josephsplatz - just minutes away from main station.<br />Cosy kitchen for having breakfast-<br />Fine Bakery and grocery, nice cafés and Parks around the corner.<br />The Museums in walking distance.<br />- not suitable for Oktoberfest guests<br />- 4th floor. No elevator","Restaurants, whether Italian, Turkish, Asian, French or Take-Away in the immediate vicinity.",2014-05-15,within an hour,90%,48.1555,11.56815,1.5,1.0,1.0,88.0,3,28,2.0862681843140627
10347533,4.92,77,"Schöne, ruhige und zentrale Wohnung mit Balkon",My place is good for solo adventurers and business travelers.,,2014-08-05,within a day,80%,48.11466,11.58505,1.0,1.0,1.0,105.0,1,31,2.625026850548448
10356347,5.0,14,Gartenwohnung im Münchner Südwesten,"Modern, high quality, straight line 2-room apartment with garden",,2016-01-04,within a few hours,100%,48.13446,11.44135,1.0,1.0,1.0,58.0,30,93,9.955634612238505
10359799,,0,Süßes Zimmer inkl Bett & Schrank,"In my beautiful apartment in Schwabing West, the guest room is ideal for one person. Toilet and bathroom are separated, kitchen and living room connected to balcony. The view is amazing and the proximity to the subway very comfortable. Common areas (WZ and kitchen) are adequately furnished. Washing machine available","Everything you need is close by. By public transport to Marienplatz 13 minutes, by car depending on traffic conditions 15-20 minutes",2016-01-04,a few days or more,0%,48.16609,11.57862,1.5,1.0,1.0,90.0,1,365,3.2012546401906676
10383452,4.85,112,"Poetic Stay: authentic artist loft - centre, quiet","Night life center, Station, Marienplatz, Oktoberfest are close. Comfortable beds, original artworks, 3m dinner-table, kitchen, terrace, wifi, homecinema, Amazon Fire, Netflix, Hifi stereo soundsystem. Art-gallery and retreat in the middle of nightlife. Hip Glockenbach quarter, souterrain (basement), 2nd courtyard. Great for families (with children), couples, business travelers and  retreats, writers, artists, actors, directors, musicians, philosophers and everyone in search for the exceptional.","The Loft is located in the very Centre of Munich in an area called Glockenbach, known for its hip and gay bars, clubs, restaurants, healthful stores, tiny shops with rare and sometimes awkward goods (shops for medieval swords, antique chairs, hand knitting, latex and bondage, gothic clothing etc.)",2015-08-27,within an hour,100%,48.131,11.5681,1.5,2.0,2.0,1562.0,1,1125,0.8942123881087405
10425205,4.8,20,Bright basement room,"We rent a large, bright room in the basement.<br />Our house is overall very spacious, bright and furnished in IKEA style.<br />Trudering is a quiet and very green residential area, ideal for visitors to the east of Munich (trade fair, etc.) and yet only about 20 min from the center (Karlsplatz).","Cosy, quiet residential area with many parks.",2014-02-11,within an hour,100%,48.11311,11.65966,1.5,1.0,1.0,51.0,7,300,6.8088342803779565
10428117,4.87,69,2 sweet rooms in the heart of Munich,"My apartment is a very nice place in the heart of Munich. <br />It is located in th e Glockenbach hood. You can walk to Marienplatz, Isar, Viktualienmarkt & Deutsches Museum. It is 1 subway station from the central station.",,2014-08-11,,,48.13021,11.56598,1.0,2.0,2.0,190.0,2,1125,1.0620944897215572
10802305,5.0,1,"24m2 ZKB Pasing-Obermenzing, möbl. +Internet","24m2 ZKB Pasing/Obermenzing, basement, near S-Bahn Pasing, furnished + internet. Bed 90x200, dishes, large Cabinet, oven, fridge, 5 min to 4 super markets/bakers/Metzgernicht far to Nymphenburger Schlosspark, bus outside the door, or 10 or 18 min. walk to the S-Bahn",,2012-05-14,a few days or more,0%,48.15437,11.47822,1.0,1.0,1.0,52.0,21,365,7.456246376672413
10858442,4.71,798,Top modern apartment in A1 location,"Modern apartment with self-check-in (no personal contact and thus Corona Virus safe!) for up to 4 guests in the central area of Munich, well connected to public transport and with a superb infrastructure in the neighborhood.","The apartment is located in a privileged and very central location of Munich, but is also very quiet as it is located in a backyard building with no street noise. The building has its own children's playground. All shops and facilities for daily needs are within walking distance. There are many restaurants and recreational opportunities (for example, the Prince Regent Theater, the Museum Villa Stuck, the English Garden and many renowned galleries) within walking distance. This will ensure continuous attractiveness of the area as a favorite in Munich.",2011-08-23,within an hour,100%,48.13683,11.60849,1.0,2.0,2.0,267.0,1,1125,2.4534319370282534
11015816,4.94,248,Lion Homestay Munich - Room № 2 - 20min Downtown,"🛏 Maximum 2 adults + 1 child up to 12Y<br />(Exceptions may be possible, additional fees may apply)<br />➜ Only 20 min to Marienplatz (city center)<br />➜ Bus/night Bus (2min walk, stop Werdenfelsstr.)<br />➜ Free parking in the street / in the yard<br />➜ Free mini breakfast with coffee, tea & organic Porridge<br />➜ INCLUDED: 1 additional drink per guest + snacks (see images)<br />➜ All snacks vegan or gluten-free<br />➜ Alternative: Breakfast from Bakery (2min walk)<br />➜ Dishes + fridge on the same floor<br />➜ Washing machine & dryer","The house is situated in a quiet and secure residential area, 15min walk south of westpark. In the neighborhood there are plenty of restaurants, cafés and shops.<br />In 2 min walking distance from the house there is a bakery with terrace where you can also have breakfast. A fruit shop, a butchery (Bavarian sausage specialties) with lunch offers and a cheese shop are nearby.<br />For walking or sports activities the south park (8min walk) and the west park (15min walk) are perfect. The westpark is special because of its garden and lakescape, a beer garden and a restaurant. In summer (June 3rd - September 6th) there is also a popular open air cinema.",2016-02-02,within an hour,100%,48.1118,11.50856,1.0,1.0,2.0,139.0,1,45,5.721046010608084
11101904,4.9,144,Room with roof terrace in the park,"Room for 1 person, private bathroom with shower,<br />Roof terrace, living in the park, living room and shared kitchen, Internet, TV,<br />All shops in the immediate area, parking.<br />Bus, S and U train connection to the center in 20min / Exhibition Munich 15 min.","The house has 5 parties, very quiet and friendly people.",2016-02-06,within an hour,100%,48.11791,11.65672,2.0,1.0,1.0,74.0,1,1125,6.409401869984307
11184931,4.33,3,2 quiet rooms in Munich-Haidhausen,"Big room (18sqm) to court (very quiet) with big double bed. Furthermore 1 small room (10sqm), that can be used as bedroom for a child.<br />Share of kitchen, bath, shower, guest-WC.<br />5 min. to ""Ostbahnhof"" (trains, all undergrounds, tram)",Haidhausen: Popular city district.,2015-04-22,within a few hours,100%,48.13062,11.60436,1.5,2.0,2.0,115.0,7,180,2.274106838551628
11309100,5.0,2,"Beautiful ""Altbau"" Apartment in Schwabing","Beautiful apartment in super central location.The apartment is furnished to a high standard and has recently been renovated.Open combined kitchen&dinning room, fully equipped with a small south-facing balcony, bathroom with shower/bathtub, natural light and separate toilet with window.Well furnished living&bedroom, 140cm bed, solid wood wardrobe and chest of drawers, on request a baby bed can be provided.We will not rent one room for storage(see floor plan).","One minute walk to the underground / bus / tram station Münchner Freiheit.<br />Supermarkets such as Alnatura, Denns, DM, Rewe, as well as bakeries, cafes, 2 laundromats and a large selection of restaurants right around the corner.<br />The English Garden (Kleinhesseloher See / Seehaus) is only 600m away.<br />The Mittlerer Ring can be reached in 3 minutes by car.",2011-10-17,within an hour,100%,48.16462,11.58766,1.5,1.0,1.0,124.0,12,365,3.161877874745532
11364373,4.91,100,Im Grünen und zentral,"The terraced middle house is quietly located, 5 minutes from the U-Bahn, to the city center 10 minutes, the Olympic Center, Allianz Arena, museums, cultural centers of the city are directly or easily accessible by public transport. The exhibition center can be reached in 30 minutes. There is no fixed parking space, but you can always find parking on the street. The famous climbing center, zoo and Isar meadows are within walking distance. The highways towards the mountains are close.","My house is in the middle of a residential area with neighbors all around. It is quiet and therefore I ask all my guests for appropriate and mutual consideration. The surrounding area is characterized by proximity to the city and Isar meadows, parks. Cycling is worthwhile, as an excursion or into the city. If you don't have your own bike, there are ways to rent one. Canoeing and climbing are within walking distance. Also a large outdoor pool (eco-pool) and the Isar water has swimming quality. There are 2 supermarkets and several restaurants, Bavarian, Italian, Indian, Greek and all good and recommended.",2016-02-19,within an hour,100%,48.10324,11.54257,1.0,1.0,2.0,114.0,2,30,4.512497450744169
11478953,4.92,12,Easy time in Munich,"Welcome to Munich! You will stay in a rented apartment where other 2 working people of 33 years old are living. There is a kitchen / washing machine / 2 shared bathrooms / WiFi / Tv and Netflix to get your stay more comfortable. There is a tram station (Gartenstraße), and 2 Metro (Petuerling and Sheidplatz).","Very close to Luitplod Park, here you can get easy access to the Metro bringing you to the Wiesen (Oktoberfest) and to the Haupbanhof (central station).",2016-02-25,a few days or more,10%,48.17454,11.56681,2.0,1.0,1.0,43.0,2,5,4.18140401690775
11600537,4.73,131,"Charmantes Apartment in der City ""Veronika""","My place is close to Theresienwiese (Oktoberfest). You'll love my place because of the high ceilings, the location, the modern decor, the cleanliness, the care, the people. My accommodation is good for couples, solo adventurers, business travelers and families (with children).",The Theresienwiese (Oktoberfest) is in the immediate vicinity (about 5 minutes walk),2015-12-17,within an hour,100%,48.1266,11.55309,1.0,1.0,5.0,542.0,1,180,2.0462537912154692
11655429,4.9,21,Helles Zimmer an der Messe München,"In our great, large first floor apartment is the bright room. We live in Messestadt West in the east of Munich. Messe München is 8 minutes away, the U-Bahn station is 5 minutes away and a large shopping center, the Riem Arkaden, is only 3 minutes away by foot. Despite its central location, our apartment is totally traffic-calmed and you can only hear the birds chirping.","Quiet location, no traffic noise, proximity to the park with swimming lake",2015-11-23,within an hour,100%,48.13187,11.69225,2.0,1.0,1.0,149.0,2,730,8.690199125859847
11656738,4.57,7,Gemütliches Zimmer an der Messe München,"In our great, large ground floor apartment is the cozy room. We live in the  trade fair city of West in the east of Munich. The fair Munich is 8 minutes , the subway station 5 minutes  and a large shopping center, the Riem arcades, are only 3 minutes walk away. Despite being centrally located is our apartment totally traffic calmed and you will only hear the birds chirping.","Quiet location, no traffic noise, proximity to the park with swimming lake",2015-11-23,within an hour,100%,48.12992,11.69368,2.0,1.0,1.0,130.0,2,730,8.813978379510747
11669266,4.95,257,Lion Homestay Munich - Room № 1 with balcony,"🛏 Maximum 2 adults + 1 child up to 12Y<br />(Exceptions may be possible, additional fees may apply)<br />➜ Only 20 min to Marienplatz (city center)<br />➜ Bus/night Bus (2min walk, stop Werdenfelsstr.)<br />➜ Free parking in the street / in the yard<br />➜ Free mini breakfast with coffee, tea & organic Porridge<br />➜ INCLUDED: 1 additional drink per guest + snacks (see images)<br />➜ All snacks vegan or gluten-free<br />➜ Alternative: Breakfast from Bakery (2min walk)<br />➜ Dishes + fridge on the same floor<br />➜ Washing machine & dryer","The house is situated in a quiet and secure residential area, 15min walk south of westpark. In the neighborhood there are plenty of restaurants, cafés and shops.<br />In 2 min walking distance from the house there is a bakery with terrace where you can also have breakfast. A fruit shop, a butchery (Bavarian sausage specialties) with lunch offers and a cheese shop are nearby.<br />For walking or sports activities the south park (8min walk) and the west park (15min walk) are perfect. The westpark is special because of its garden and lakescape, a beer garden and a restaurant. In summer (June 3rd - September 6th) there is also a popular open air cinema.",2016-02-02,within an hour,100%,48.1118,11.50856,1.0,1.0,2.0,152.0,1,45,5.721046010608084
11810642,4.89,73,Stylisches Zimmer an d Isar for Business / Couples,"Beautiful bright room on the Isar in an architect house in Munich- Au/Untergiesing.<br />Ideal for travelers who appreciate the proximity to the Isar and downtown, as well as perfect for trade fair visitors who want to get to the fair in no time without changing trains.",,2015-02-27,within a day,80%,48.11785,11.56901,1.0,1.0,1.0,176.0,1,1125,2.223291930816363
11905650,4.88,187,"City center in 10 minutes & calm, Garage for free","Sun-drenched, mint condition, superbly equipped and very quiet 73 sqm designer apartment in the popular Munich district of Laim.<br />Very well located, quickly in the old town.<br />Very large bright living and sleeping area with sunny balcony to the south and modern furnishings.<br />Modern fully equipped kitchen with high-quality appliances.<br />Beautiful and bright bathroom with washing machine and dryer.<br />Underground parking space included in the house<br />Bus/train/tram can be reached in 3 minutes<br />Very good accessibility to Oktoberfest","My apartment is located in the popular Munich Laim district. 400 meters to the ""Hirschgarten"" S-Bahn station.<br />Within walking distance is the Hirschgarten with its beautiful beer garden. The Pasing Arcaden shopping center can be reached in no time by S-Bahn, as well as the old town, Westpark, Nymphenburg Palace, Theresienwiese/Oktoberfest and many other Munich attractions.<br />There are plenty of shops around my apartment for everyday needs (Edeka, Aldi, Penny, bakeries, pharmacies, hairdresser, nail studio and much more) so you can do everything on foot!<br />The epicurean delicacies in Munich Laim leave nothing to be desired: sushi, Chinese cuisine, Italian cuisine, beer garden, and much more",2016-03-18,within a few hours,100%,48.14004,11.51576,1.0,1.0,2.0,288.0,3,730,4.438184731196422
12035891,5.0,33,"Münchner Westen, schönes Zimmer 30qm & eigenes Bad","We rent a large 30 sqm, light-flooded, furnished room (2nd floor in our house), with its own separate, beautiful, bright bathroom (window) with bathtub, shower for your own use.<br />We live in Obermenzing (about 12 km into the city) and there is a bus and S-Bahn within walking distance. You are in the city in about 20 minutes to Munich city center/main train station/Theresienwiese.","Just outside Munich not directly City, outer belt.<br />Nevertheless, you can get to Marienplatz very quickly by bus (2 stations) travel time 4 minutes and then by S-Bahn travel time about 12 minutes. <br />Quiet, idyllic and beautiful.<br />Good starting point for excursions into nature, to lakes or to the mountains",2016-01-18,,,48.17625,11.45915,1.0,1.0,1.0,100.0,4,1125,9.64825459490706
12124301,4.48,23,Walking distance to Oktoberfest!,"Very central, renovated, NON-SMOKING Studio, elevator, facing quiet side street(but opposite is a hostel- during octoberfest it can be louder), its a studio with double bed (140x200cm), pull out sofa (140x190cm), dining table in the same room, kitchen and bathroom are separate, balcony, supermarket across the street, 10min walk to central bus station ZOB (or by public transport within 5min), 20min walk to Oktoberfest (1mile), 2min walk to public transport (Tram), 850m to S-Bahn Hackerbrücke.",,2011-08-19,within an hour,100%,48.14585876464844,11.541733741760254,1.0,1.0,2.0,206.0,2,14,2.6726796384409983
12446888,4.95,111,"Top floor at Munich, Bogenhausen","Town house in Munich-Bogenhausen, close to a public park , to the Munich fair ground and very comfortable reachable the ""Oktoberfest-Wiesn"" with public transtportation within 12 minutes.",The quiet townhouse is close to a public park and about 4 miles from the city. To the Munich fairground are about 4 miles,2016-04-15,within an hour,100%,48.15128,11.63551,1.5,2.0,2.0,180.0,2,14,4.7175180122001485
12451872,5.0,4,Schönes Zimmer in guter Lage mit Garten,"Beautiful and large room in the old building with parquet floor, loggia and garden, all household appliances available and great location in the south of Munich. Public transport and rental bikes in the immediate vicinity, as well as supermarkets and restaurants. <br />Sun loungers and a BBQ are available for the garden. Nature and recreational opportunities are in the immediate vicinity. Nearby there are many swimming lakes.<br />15 minutes from the central station, city center and Oktoberfest. <br />Welcome!",,2016-04-15,within a day,70%,48.10888811261084,11.5383151053249,1.0,1.0,1.0,105.0,1,1125,4.198689348299142
12476546,,0,"2,5 Zimmer Wohnung inMünchen/Hadern","We rent a newly renovated, quiet and modern 2.5 room apartment with a sunny balcony for 2 to 3 people near the Großhadern clinic.","Bakery, cafeteria, supermarkets, gas stations, restaurants.<br />Beer garden "" Hirschgarten. ""<br />Klinikum Großhadern.",2012-01-10,within a day,75%,48.11773,11.49318,1.0,1.0,3.0,96.0,10,365,6.484324257511848
12589350,4.91,285,Quiet self-contained apartment in a superb location,"Light-filled self-contained apartment with a private fruit garden and separate access in a quiet park settlement. Complete kitchen, bathroom with tub, Smart HD TV, free Wi-Fi, king-size bed, very clean. Great location with perfect connection to public and private transit. Within the city limits and yet like in the countryside. In the middle of the unique model settlement from the 30s.","Unique model settlement, built in 1933 for the German Garden Show. There is historic protection for the ensemble, so the character of the settlement with its park areas will always be preserved as-is. Green oasis with affectionately preserved and renovated houses in the middle of Munich.",2015-06-03,within an hour,100%,48.11164,11.61305,1.0,1.0,1.0,108.0,3,200,3.998122452309546
12783271,4.63,8,Appartment mit eigenen Garten in Schwabing,"The cozy garden apartment with private access offers everything you need to explore Schwabing and its bars, restaurants and attractions from here.<br />Equipped with a fast wifi, workspace, it is functional and inviting to relax, overlooking the garden.<br />perfect connection and everything close by, from subway, shopping, restaurants, Munich freedom with the old urban life or the parks such as Luitpold and English Garden. Olympia and BMW Museum not far away",,2016-03-13,,,48.16510009765625,11.57487964630127,1.0,1.0,1.0,476.0,2,1125,3.0827442562987053
12801486,4.83,121,Nice apartment + Up to 4 guests in Munich,"WELCOME TO MUNICH *<br />2 room apartment, 70 sq.m. in Bogenhausen district, fully equipped, conveniently located, fast connection to Munich City Center, for rent to fair visitors, business people, families, Oktoberfest visitors. Up to 4 people. Free parking and WiFi included.<br /><br />CONVENIENT CONNECTION TO MUNICH CITY CENTER<br />Take the bus on opposite side of the street, drive 3 stations to Metro Arabella Park. Take Metro U4 to Munich Center and to the OKTOBERFEST !<br /><br />DIRECT BUS CONNECTION TO MUNICH FAIR !","A Shopping Centre with Supermarket, Bakery, Drugstore, Pharmacy and Gas Station is nearby an can be reached by foot (only 2 minutes away from the apartment).",2016-05-01,,,48.15561,11.64181,1.0,2.0,3.0,85.0,2,189,5.325268151021301
12850600,,0,Charmantes 1-Zimmer-Apartment,"Fully furnished 1-room apartment in Harlaching. The apartment is very high-quality equipped and newly renovated. The small kitchenette has an oven/microwave combination, a dishwasher and a ceramic hob. The tram starts right across the street. The nearest U-Bahn (subway) station can be reached in 5 minutes by tram.",,2014-08-27,,,48.09177,11.5576,1.0,1.0,1.0,74.0,90,1125,5.2415104917039175
12880683,4.94,17,Amazing Munich Bauhaus Villa,"Welcome to the most ultimate mansion in Munich. We are close located to the Nymphenburg palace, but hidden and silent. <br /><br />The Bauhaus-style villa was built in 2014 and features modern, reduced design with furnitures from world famous designers like Eames, Verner Panton, Le Corbusier, USM Haller, and Rolf Benz.<br /><br />Still  it is a casual place inviting you to chill and relax on the roof-top terrace or in the garden with having a BBQ.<br /><br />Our house is toddler & kids friendly and we welcome families.",The stunning house is a secret annex surrounded by large villas and gardens.,2016-02-21,within a day,100%,48.13771,11.49278,2.5,4.0,4.0,1461.0,2,57,6.13375865663342
12918967,4.33,6,Schönes helles Apartment Apt. 30,"My place is good for couples, solo adventurers, and business travelers.",,2013-12-29,within an hour,100%,48.11107,11.57934,1.0,0.0,2.0,156.0,2,14,2.939710117887029
12983450,4.0,7,Gute Verbindung zum Flughafen und Nähe von BMW,"Comfortable accommodation is located in the Feldmoching district, S1/U2 train station can be reached on foot in about 10 minutes or use the bus at the front door as an alternative. Munich Airport and Messe Gelände or Hbf can be reached flexibly without changing trains.",The house is in a quiet area with green surroundings and walk to lakes.,2016-04-13,a few days or more,0%,48.22155,11.52336,1.0,2.0,1.0,165.0,3,30,10.124628541779352
12994741,4.8,5,Luxus Apartament in München,"My apartment is a new building, is like 72 m quadrat, 2 bads, nice kitchen, with very nice ( and expensive!) mobel!",The apartment is in a quite zone.There is anythings you need in only few minuts walk!,2014-03-11,within a few hours,100%,48.10156,11.59922,1.5,1.0,1.0,450.0,1,1125,4.356587618799989
13089228,4.84,188,Beautiful Apartment close to Munich town center,"In the Herzogpark (Bogenhausen), one of Munich's most popular residential areas, close to the city and yet in the countryside, we offer this beautiful, completely newly renovated and furnished, very quiet apartment with furnished kitchen, bathroom and walk-in closet as well as a cozy garden seating area.<br /><br />Modern 35 sqm appartment close to the Munich town centre in a very quiet and secure neighborhood with elegant villas but only 10min/car and 20min/bike to the city center. Public transport available.","The Herzogpark is a small residential area, directly on the river Isar, opposite Schwabing am Englischer Garten. Here you will find wonderful walking paths leading into the city to the Hofgarten and in just 20 minutes you can reach Marienplatz by bike with a ride only through the countryside. Various beer gardens can be reached in this way in 10 – 20 minutes, Schwabing in 10 minutes comfortably without parking problems and traffic jams. A supermarket, hairdresser, delicatessen, cosmetics, bank and pharmacy can be found at Kufsteiner Platz, which can be reached by car in 2 minutes. Baker and breakfast coffee in 1 min. <br />There are plenty of parking spaces. A car is not required for city visits.<br />Two bicycles can be rented daily or for the entire stay. Please make a reservation in advance. <br /><br />The „Herzogpark“ is a small and exclusive living area, located at the river „Isar“ and the „English Garden“ a very beautiful park that is one of the largest city-parks in the world. ",2015-02-20,,,48.16228,11.61779,1.0,1.0,0.0,186.0,2,1125,4.187952985189364
13163787,4.89,9,"Modern,cozy apartment 10 min to central station","The cozy, well-equipped apartment is only a 5-minute walk from the U1/U7 underground station Rotkreuzplatz. The most important places in Munich can easily be reached by bus, train or tram within a few minutes. The 140 cm wide box spring bed invites you to rest after a long day of work. Bed linen and towels are included in the price. Kitchen well equipped for cooking. <br />No vacation rental, only long-term stays with rental agreement.","Beautiful old Munich area. Each street a delight for walking and exploring. Countless architect houses, cute little restaurants, Nymphenburg Castle. All within walking distance. One of the most beautiful and interesting areas of Munich.",2016-05-23,within an hour,100%,48.15641,11.53764,1.0,0.0,1.0,50.0,90,730,3.513146762184636
13170896,4.67,3,Gartenwohnung in München,"My place is good for couples, solo adventurers, and business travelers.",,2015-08-10,a few days or more,0%,48.10677,11.50534,1.0,1.0,1.0,71.0,20,361,6.217504743721956
13194681,4.73,11,Cozy flat in central MUC next to Octoberfest,"You will find everything you might need during your stay. Zwo bedrooms  including a 160 cm bed . There is a also a lovely kitchen, with a fridge, oven and dishes so you can cook yourself.<br /><br />Nur 10 Minuten ins Stadtzentrum mit den öffentlichen Verkehrsmitteln.<br />Nähe vom Olympia Park (10 Gehminuten). Anbindung zu öffentlichen Verkehrsmitteln: 3 Gehminuten zu Tram und Bus. (Bus 53,Tram 12)",,2015-03-10,within a few hours,100%,48.15615,11.54618,1.5,2.0,2.0,315.0,2,1125,3.0114059619977596
13251484,4.98,50,HOBBYRAUM-1 an der Messe München,"In our great, large first floor apartment, the hobby room is located in the basement. We live in Messestadt West in the east of Munich. Messe München is 8 minutes away, the U-Bahn station is 5 minutes away and a large shopping center, the Riem Arkaden, is only 3 minutes away by foot. Despite its central location, our apartment is totally traffic-calmed and you can only hear the birds chirping.","Quiet location, no traffic noise, proximity to the park with swimming lake",2015-11-23,within an hour,100%,48.1319,11.69231,2.0,1.0,1.0,148.0,2,730,8.69440372230433
13324700,4.75,8,Schön möblierte Wohnung in München,"Beautifully furnished apartment with home office possibility and height-adjustable desk in Munich. The Pasinger train station, the city park and a large shopping mall are 5-7 minutes walk from the apartment. The apartment is 47 square meters, consists of a large bedroom with large windows, bathroom with bathtub and large separate kitchen. Fully furnished.","Oktoberfest can be reached in 15-20 minutes. The cheapest location. Arcaden, Pasinger Stadtpark, close to public transport (S3, S4, S6, S8, tram 19)",2016-06-02,within a day,67%,48.14338,11.46171,1.0,1.0,2.0,180.0,20,180,8.465084246768921
13352841,4.68,421,Beautiful apartment in Neuhausen,"The accommodation is located in the heart of Neuhausen, 5 minutes from Mailingerstrasse subway station.  <br /> <br />Within a 500 meter radius you will find: <br />  <br />- Shops: REWE, LIDL & DM  <br />- Cinemaxx (cinema) <br />- Blutenburger Theater <br />- Hans im Glück Burger Grill <br />- IL MELOGRANO  <br /> <br /> You will love my accommodation for its coziness, high ceilings, location and the people.  <br /> <br />My accommodation is suitable for couples, solo adventurers, business travelers, and families (with children).",,2016-06-04,within an hour,92%,48.15059,11.54195,1.0,1.0,1.0,174.0,1,30,2.8864416890071065
13419233,,0,Wohnen auf Zeit -  2 - Zi - Whg & Wohnküche,"Beautiful, pleasant fully furnished apartment with living room, bedroom, kitchen-living room, beautiful bathroom with bathtub, separate toilet and hallway/entrance area. Perfect for a couple or a person.","The apartment is located in the Au, directly on the Frühlingsanlagen, a 5-minute walk to the Isar, Wittelsbacherbrücke, Schyrenbad and the subway/bus station Kolumbusplatz.<br />Shopping nearby with grocery stores, drugstore, bakeries, organic shop, lots of nice restaurants, snacks and cafes in the immediate area.",2008-08-08,within a day,70%,48.120548248291016,11.574430465698242,1.0,4.0,1.0,109.0,4,90,1.8729660678618725
13461428,4.71,159,Privatroom near Munich Trade Fairs / Messe München,"My place is close to Munich Fair with good connections to the city center.<br />Modern decor with charming details. The room<br />is equipped with a bed 180 x 200 cm as well as a couch. Bed linens, duvets and towels are also available, as well as an iron and ironing board. The bathroom has a bathtub with shower, there is no separate shower cubicle. The fully equipped kitchenette also features a fridge, filter coffee maker and more.","There are two supermarkets, Penny and Rewe, within a 10-minute walk. There is also a bakery, a post office, a vegetable store and a market in front of Rewe every Friday. In the immediate vicinity, there are also several restaurants, including a Chinese, an Italian and an Indian restaurant, as well as two beer gardens.",2016-06-10,within an hour,100%,48.11468,11.68282,1.0,1.0,2.0,167.0,3,200,8.360225551051807
13489297,4.5,2,"Ruhiges Zimmer mit Blick ins Grüne, Messenähe","A room in a very nice, quiet and spacious 3-room apartment. Community Use of Living Room, Kitchen and Bathroom<br />Perfect connection to local transport (100m to the bus, 2 bus stops to the subway Arabellapark, 15 min. to the central station, 13 min. walk to the airport S-Bahn). 10 min by car to the ICM trade fair.<br />Baker, bank and restaurants around the corner, nearest supermarket 5 min. walk. My place is nice for business travelers.",,2014-03-12,,,48.15429,11.63822,1.0,1.0,1.0,180.0,2,9,5.02326957716097
13554490,4.62,201,Quiet-Bright-Room in Munich North (20 min to Cent),"My house is near parks , restaurants and supermarkets . On the balcony you have great views of Schwabing and the Olympia Tower . You'll love my accommodation for the outdoor space , the location and the surroundings. Please book only if you give so agree seit. Bad reviews there after is not fair. I have a video surveillance in the kitchen, as it was increasingly stealing.<br />Please note that although the photos show a bed, this has been replaced with a sofa bed. So there is NO more bed in the room!",My Neighbours are Familys and Old People. They are very sensitive!,2016-06-16,within an hour,100%,48.18646,11.56431,1.0,1.0,1.0,101.0,1,15,5.519634713190416
13571939,4.95,165,Apartment Munich Center (Viktualienmarkt/City),"My apartment is good for couples, solo adventurers, business travelers and furry friends (pets). In a few minutes you are at Viktualienmarkt, Marienplatz and the German Museum. Smoking is prohibited!<br />My place (27 m²) is good for couples, solo adventurers, business travelers, and furry friends (pets). In a few minutes you will be at the Viktualienmarkt (300 meters), Marienplatz (600 meters), Isartor (250 meters) and Deutsches Museum (600 meters). Smoking is prohibited!",Viktualienmarkt is 300 meters away<br />Marienplatz is 600 meters away<br />Isartor is 250 meters away<br />Hofbräuhaus is 600 meters away<br />Deutsches Museum is 600 meters away,2016-06-17,within an hour,100%,48.13517,11.58108,1.0,0.0,3.0,262.0,2,31,0.48541545542780246
13704917,4.94,36,Green Schwabing: spacious studio highspeed WLAN,"Modern, fully equipped 50qm2 studio located in the vibring quarter of Munich Schwabing, renowned for its vibrant art, nightlife, restaurants, and lively neighbourhood. All you need is at your doorsteps (bakery, cafes, restaurants, supermarkets, banks, etc.). Especially suitable for business (closely located to BMW, o2, Microsoft, University. Invoicing for companies available (plus 7% VAT according to local regulations).","Cafes, restaurants, bars, shopping mile Hohenzollernstrasse, the Elisabeth market - all of that is in direct proximity of the studio, whereas the appartment is facing a green backyard with literally no noise. You can also rent a bike and cycle to the English Garden in less than 10 minutes. Or take a walk through the adjacent Maxvorstadt quarter (University district). The studio is ideally located for someone who comes without a car, everything you need is just at your doorsteps!",2016-04-13,within a few hours,100%,48.16207,11.57375,1.0,1.0,1.0,86.0,19,700,2.748388406983878
13705558,4.94,33,"gemütl. Zi, Gäste- Klo, nä O-fest, Busisnes School","Of course, we like to share our kitchen and the balcony with you / you . The washing machine can be shared by arrangement , detergent you get naturally from us .<br />We love our home and hope you feel happy here, too well , so it goes without saying that we all are careful with him .",,2016-03-06,within a few hours,75%,48.13901,11.51811,1.5,1.0,1.0,98.0,2,3,4.257838150803576
13708811,4.78,54,Quiet Studio Apartment in the middle of the city,"In a quiet rear-side building only a few steps away from the main station, this 270 sq.ft. studio apartment will be your perfect starting point for exploring the city and Munich's vicinity. The size is perfect for 2 people or for a small family. Also, it's ideally situated in short walking distance from Theresienwiese, the site of the Munich Oktoberfest.",,2013-10-27,within a few hours,90%,48.13707,11.55606,1.0,1.0,2.0,136.0,27,1125,1.4383531865237549
